feature,feature_category,model_feature_role,univariate_status,drop_now,next_stage,special_case_type,special_case_reason,special_next_action,special_validation_stage,numeric_section_review_flag,numeric_section_review_reason,universal_basic_review_flag,universal_basic_review_reason
cc_over_limit_flag_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_over_limit_flag_count_mean,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; not_integer_like;,False,
cc_over_limit_flag_count_sum,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_over_limit_flag_ratio_max,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_over_limit_flag_ratio_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_over_limit_flag_ratio_min,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_payment_current_max_max,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,True,extreme_missing;
cc_payment_current_max_mean,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,True,extreme_missing;
cc_payment_current_max_min,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,True,extreme_missing;
cc_payment_current_max_sum,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_payment_current_mean_max,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,True,extreme_missing;
cc_payment_current_mean_mean,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,True,extreme_missing;
cc_payment_current_mean_min,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,True,extreme_missing;
cc_payment_current_mean_sum,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,False,
cc_payment_current_min_max,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; high_outlier_burden;,True,extreme_missing;
cc_payment_current_min_mean,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; high_outlier_burden;,True,extreme_missing;
cc_payment_current_min_min,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; high_outlier_burden;,True,extreme_missing;
cc_payment_current_min_sum,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew; high_outlier_burden;,False,
cc_payment_current_std_max,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,True,extreme_missing;
cc_payment_current_std_mean,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,True,extreme_missing;
cc_payment_current_std_min,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,True,extreme_missing;
cc_payment_current_std_sum,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
cc_payment_current_sum_max,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,False,
cc_payment_current_sum_mean,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,False,
cc_payment_current_sum_min,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,False,
cc_payment_current_sum_sum,continuous_amount_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; extreme_skew;,False,
cc_payment_less_min_trend_6m_vs_old_max,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; high_outlier_burden;,False,
cc_payment_less_min_trend_6m_vs_old_mean,ratio_rate_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; negative_ratio_value; high_outlier_burden;,False,
cc_payment_less_min_trend_6m_vs_old_min,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; high_outlier_burden;,False,
cc_payment_less_min_trend_6m_vs_old_sum,continuous_stat_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing; high_outlier_burden;,False,
cc_payment_less_than_min_instalment_count_max,discrete_count_numeric,candidate_predictor,special_case_review,no,relationship_analysis,structured_missing_or_history_availability,possible_absence_of_history_or_unknown_record,structured_missing_handling_candidate_later,feature_engineering_and_modeling,True,high_missing;,False,
